user_id,signup_date,city,acquisition_channel
71,2024-05-25,Pune,referral
72,2024-02-13,Mumbai,referral
73,2024-06-10,Bangalore,referral
74,2024-01-14,Chennai,organic
75,2024-04-04,Chennai,meta_ads
76,2024-02-17,Bangalore,organic
77,2024-01-15,Bangalore,organic
78,2024-02-09,Chennai,organic
79,2024-03-22,Mumbai,organic
80,2024-04-20,Chennai,meta_ads
81,2024-02-22,Bangalore,organic
82,2024-01-24,Pune,referral
83,2024-06-02,Delhi,google_ads
84,2024-05-03,Pune,referral
85,2024-02-10,Pune,google_ads
86,2024-06-05,Bangalore,referral
87,2024-01-15,Chennai,referral
88,2024-02-14,Mumbai,google_ads
89,2024-03-05,Pune,meta_ads
90,2024-03-29,Chennai,organic
91,2024-03-11,Mumbai,referral
92,2024-01-09,Pune,meta_ads
93,2024-03-28,Mumbai,organic
94,2024-05-08,Chennai,meta_ads
95,2024-05-15,Delhi,meta_ads
96,2024-03-03,Chennai,organic
97,2024-05-18,Bangalore,referral
98,2024-03-21,Mumbai,meta_ads
99,2024-05-15,Delhi,referral
100,2024-06-11,Mumbai,referral
101,2024-06-11,Mumbai,referral
102,2024-02-02,Pune,organic
103,2024-05-02,Bangalore,google_ads
104,2024-01-05,Mumbai,referral
105,2024-02-10,Chennai,google_ads
106,2024-01-28,Chennai,google_ads
107,2024-05-14,Pune,meta_ads
108,2024-03-12,Bangalore,referral
109,2024-01-12,Bangalore,referral
110,2024-06-10,Chennai,referral
111,2024-02-02,Delhi,google_ads
112,2024-02-17,Pune,organic
113,2024-05-30,Pune,google_ads
114,2024-03-02,Chennai,referral
115,2024-02-06,Chennai,referral
116,2024-04-08,Delhi,referral
117,2024-06-20,Delhi,google_ads
118,2024-04-13,Bangalore,referral
119,2024-02-04,Pune,meta_ads
120,2024-04-10,Pune,referral
121,2024-06-23,Chennai,organic
122,2024-05-10,Bangalore,meta_ads
123,2024-01-01,Pune,referral
124,2024-01-05,Bangalore,meta_ads
125,2024-05-21,Bangalore,referral
126,2024-04-12,Chennai,organic
127,2024-01-27,Bangalore,referral
128,2024-05-16,Delhi,meta_ads
129,2024-01-15,Delhi,organic
130,2024-03-30,Mumbai,google_ads
131,2024-02-11,Chennai,organic
132,2024-05-03,Mumbai,organic
133,2024-06-27,Delhi,organic
134,2024-03-03,Mumbai,meta_ads
135,2024-04-05,Chennai,organic
136,2024-02-21,Chennai,referral
137,2024-04-05,Bangalore,organic
138,2024-05-11,Pune,organic
139,2024-05-30,Bangalore,referral
140,2024-05-22,Chennai,referral
141,2024-06-19,Delhi,google_ads
142,2024-01-29,Delhi,organic
143,2024-02-05,Bangalore,meta_ads
144,2024-01-13,Chennai,organic
145,2024-06-08,Delhi,organic
146,2024-03-11,Chennai,referral
147,2024-03-26,Delhi,google_ads
148,2024-01-28,Chennai,organic
149,2024-03-06,Mumbai,meta_ads
150,2024-06-18,Chennai,organic
151,2024-02-14,Chennai,meta_ads
152,2024-03-02,Bangalore,referral
153,2024-05-13,Mumbai,google_ads
154,2024-01-28,Pune,organic
155,2024-01-28,Bangalore,google_ads
156,2024-04-17,Pune,organic
157,2024-02-13,Delhi,meta_ads
158,2024-03-24,Pune,google_ads
159,2024-01-30,Chennai,organic
160,2024-03-15,Pune,referral
161,2024-05-07,Bangalore,meta_ads
162,2024-04-01,Bangalore,google_ads
163,2024-05-08,Pune,organic
164,2024-04-30,Bangalore,google_ads
165,2024-01-27,Bangalore,organic
166,2024-04-30,Pune,meta_ads
167,2024-04-25,Mumbai,referral
168,2024-01-03,Mumbai,meta_ads
169,2024-04-12,Delhi,google_ads
170,2024-06-03,Bangalore,google_ads
171,2024-05-16,Pune,organic
172,2024-03-02,Bangalore,meta_ads
173,2024-06-13,Chennai,organic
174,2024-02-20,Bangalore,meta_ads
175,2024-06-20,Bangalore,google_ads
176,2024-05-31,Mumbai,organic
177,2024-02-28,Pune,organic
178,2024-04-27,Bangalore,meta_ads
179,2024-06-08,Mumbai,referral
180,2024-04-05,Delhi,meta_ads
181,2024-06-28,Mumbai,referral
182,2024-04-22,Mumbai,meta_ads
183,2024-03-02,Mumbai,google_ads
184,2024-02-21,Bangalore,organic
185,2024-01-12,Bangalore,meta_ads
186,2024-02-08,Delhi,google_ads
187,2024-05-09,Chennai,meta_ads
188,2024-05-10,Chennai,organic
189,2024-04-22,Chennai,meta_ads
190,2024-04-10,Delhi,referral
191,2024-04-22,Chennai,organic
192,2024-03-21,Chennai,referral
193,2024-04-22,Mumbai,google_ads
194,2024-01-02,Bangalore,google_ads
195,2024-05-09,Bangalore,meta_ads
196,2024-02-23,Mumbai,referral
197,2024-03-27,Mumbai,referral
198,2024-05-08,Mumbai,organic
199,2024-05-26,Bangalore,referral
200,2024-05-05,Chennai,referral
201,2024-05-09,Mumbai,organic
202,2024-02-22,Delhi,organic
203,2024-06-20,Mumbai,referral
204,2024-06-08,Pune,meta_ads
205,2024-06-08,Mumbai,organic
206,2024-03-08,Bangalore,organic
207,2024-05-02,Mumbai,referral
208,2024-05-24,Pune,referral
209,2024-02-07,Delhi,organic
210,2024-01-24,Chennai,referral
211,2024-03-09,Mumbai,organic
212,2024-04-25,Pune,meta_ads
213,2024-04-07,Pune,meta_ads
214,2024-05-18,Delhi,organic
215,2024-05-23,Bangalore,organic
216,2024-04-06,Mumbai,google_ads
217,2024-05-03,Pune,google_ads
218,2024-03-10,Delhi,referral
219,2024-04-02,Chennai,referral
220,2024-01-03,Pune,organic
221,2024-05-27,Delhi,organic
222,2024-06-12,Bangalore,google_ads
223,2024-05-26,Bangalore,google_ads
224,2024-03-30,Pune,organic
225,2024-05-26,Pune,meta_ads
226,2024-05-27,Mumbai,meta_ads
227,2024-04-05,Delhi,referral
228,2024-02-21,Pune,organic
229,2024-06-09,Mumbai,organic
230,2024-06-16,Mumbai,referral
231,2024-05-07,Pune,google_ads
232,2024-02-08,Bangalore,google_ads
233,2024-03-22,Delhi,meta_ads
234,2024-04-13,Delhi,organic
235,2024-05-08,Bangalore,google_ads
236,2024-01-11,Pune,meta_ads
237,2024-06-26,Delhi,meta_ads
238,2024-05-30,Pune,meta_ads
239,2024-06-07,Pune,google_ads
240,2024-02-11,Mumbai,google_ads
241,2024-04-08,Bangalore,organic
242,2024-01-07,Pune,organic
243,2024-05-23,Chennai,meta_ads
244,2024-03-30,Bangalore,meta_ads
245,2024-04-21,Delhi,google_ads
246,2024-02-29,Mumbai,google_ads
247,2024-04-22,Delhi,organic
248,2024-01-02,Delhi,organic
249,2024-05-08,Bangalore,referral
250,2024-02-17,Delhi,organic
251,2024-05-19,Pune,google_ads
252,2024-02-06,Delhi,meta_ads
253,2024-06-08,Mumbai,referral
254,2024-01-09,Mumbai,organic
255,2024-04-08,Chennai,organic
256,2024-05-26,Mumbai,google_ads
257,2024-02-17,Delhi,referral
258,2024-05-10,Mumbai,organic
259,2024-05-27,Bangalore,meta_ads
260,2024-05-31,Mumbai,google_ads
261,2024-02-23,Pune,referral
262,2024-04-29,Bangalore,organic
263,2024-06-09,Chennai,organic
264,2024-05-31,Pune,referral
265,2024-04-25,Delhi,google_ads
266,2024-03-15,Delhi,referral
267,2024-04-22,Delhi,referral
268,2024-06-12,Pune,google_ads
269,2024-06-14,Pune,organic
270,2024-04-13,Pune,meta_ads
271,2024-03-24,Bangalore,google_ads
272,2024-04-21,Bangalore,meta_ads
273,2024-04-08,Delhi,organic
274,2024-06-01,Mumbai,referral
275,2024-04-02,Delhi,meta_ads
276,2024-05-25,Chennai,organic
277,2024-05-07,Bangalore,organic
278,2024-04-19,Pune,referral
279,2024-03-22,Bangalore,referral
280,2024-02-23,Pune,organic
281,2024-06-11,Chennai,organic
282,2024-06-17,Chennai,meta_ads
283,2024-06-09,Bangalore,organic
284,2024-03-08,Pune,organic
285,2024-02-02,Chennai,meta_ads
286,2024-05-21,Delhi,google_ads
287,2024-01-21,Delhi,meta_ads
288,2024-02-17,Pune,meta_ads
289,2024-05-27,Bangalore,referral
290,2024-05-07,Chennai,meta_ads
291,2024-05-15,Bangalore,organic
292,2024-05-14,Delhi,organic
293,2024-05-24,Chennai,organic
294,2024-05-07,Bangalore,google_ads
295,2024-02-02,Mumbai,organic
296,2024-06-24,Pune,google_ads
297,2024-04-24,Pune,organic
298,2024-04-28,Mumbai,meta_ads
299,2024-01-22,Delhi,referral
300,2024-06-06,Chennai,organic
301,2024-02-07,Pune,google_ads
302,2024-04-18,Mumbai,google_ads
303,2024-02-20,Mumbai,referral
304,2024-01-08,Delhi,organic
305,2024-01-27,Delhi,meta_ads
306,2024-01-27,Bangalore,organic
307,2024-01-21,Pune,organic
308,2024-01-30,Bangalore,referral
309,2024-04-06,Mumbai,organic
310,2024-01-28,Chennai,meta_ads
311,2024-04-20,Chennai,google_ads
312,2024-03-01,Delhi,referral
313,2024-02-17,Chennai,meta_ads
314,2024-05-26,Chennai,google_ads
315,2024-01-04,Chennai,referral
316,2024-02-04,Mumbai,referral
317,2024-02-18,Chennai,google_ads
318,2024-01-17,Chennai,google_ads
319,2024-06-20,Chennai,meta_ads
320,2024-06-06,Bangalore,organic
321,2024-02-15,Mumbai,organic
322,2024-04-26,Delhi,organic
323,2024-01-06,Bangalore,organic
324,2024-04-08,Pune,organic
325,2024-05-03,Mumbai,meta_ads
326,2024-02-06,Mumbai,referral
327,2024-01-24,Pune,meta_ads
328,2024-04-02,Pune,meta_ads
329,2024-02-15,Pune,meta_ads
330,2024-04-04,Delhi,referral
331,2024-04-08,Chennai,meta_ads
332,2024-04-25,Mumbai,meta_ads
333,2024-06-08,Chennai,referral
334,2024-06-09,Chennai,meta_ads
335,2024-03-07,Pune,organic
336,2024-05-07,Delhi,google_ads
337,2024-01-18,Bangalore,meta_ads
338,2024-01-25,Delhi,google_ads
339,2024-02-23,Chennai,meta_ads
340,2024-02-27,Delhi,meta_ads
341,2024-03-07,Pune,organic
342,2024-04-13,Bangalore,referral
343,2024-06-22,Pune,google_ads
344,2024-01-24,Bangalore,referral
345,2024-04-23,Chennai,organic
346,2024-02-01,Bangalore,organic
347,2024-06-23,Bangalore,google_ads
348,2024-03-26,Bangalore,referral
349,2024-05-30,Delhi,organic
350,2024-05-06,Delhi,meta_ads
351,2024-06-03,Chennai,meta_ads
352,2024-05-09,Bangalore,meta_ads
353,2024-01-17,Mumbai,referral
354,2024-04-13,Chennai,meta_ads
355,2024-06-09,Bangalore,meta_ads
356,2024-05-16,Bangalore,organic
357,2024-02-12,Delhi,organic
358,2024-06-24,Chennai,meta_ads
359,2024-02-08,Bangalore,meta_ads
360,2024-06-18,Bangalore,organic
361,2024-01-26,Chennai,google_ads
362,2024-04-08,Mumbai,referral
363,2024-02-19,Chennai,referral
364,2024-06-01,Chennai,organic
365,2024-05-31,Mumbai,referral
366,2024-01-13,Chennai,organic
367,2024-02-29,Bangalore,organic
368,2024-05-14,Chennai,organic
369,2024-02-26,Mumbai,organic
370,2024-02-05,Pune,google_ads
371,2024-06-21,Chennai,meta_ads
372,2024-01-20,Delhi,meta_ads
373,2024-03-05,Bangalore,google_ads
374,2024-01-08,Bangalore,referral
375,2024-05-23,Delhi,referral
376,2024-05-21,Delhi,meta_ads
377,2024-04-24,Chennai,referral
378,2024-05-22,Delhi,meta_ads
379,2024-04-01,Pune,meta_ads
380,2024-04-07,Mumbai,google_ads
381,2024-03-06,Delhi,referral
382,2024-02-01,Delhi,google_ads
383,2024-03-26,Pune,meta_ads
384,2024-02-20,Bangalore,meta_ads
385,2024-06-01,Bangalore,meta_ads
386,2024-03-03,Chennai,organic
387,2024-05-04,Pune,organic
388,2024-05-29,Mumbai,organic
389,2024-02-27,Mumbai,google_ads
390,2024-02-27,Pune,meta_ads
391,2024-03-26,Mumbai,referral
392,2024-02-18,Bangalore,google_ads
393,2024-06-28,Mumbai,google_ads
394,2024-06-18,Mumbai,google_ads
395,2024-03-10,Pune,referral
396,2024-01-15,Pune,meta_ads
397,2024-02-23,Mumbai,organic
398,2024-04-10,Delhi,meta_ads
399,2024-01-08,Pune,meta_ads
400,2024-02-22,Chennai,google_ads
401,2024-02-29,Chennai,google_ads
402,2024-04-17,Bangalore,google_ads
403,2024-01-05,Mumbai,organic
404,2024-04-12,Delhi,organic
405,2024-01-06,Bangalore,organic
406,2024-04-18,Mumbai,meta_ads
407,2024-04-25,Pune,google_ads
408,2024-04-03,Chennai,referral
409,2024-02-16,Delhi,meta_ads
410,2024-04-08,Chennai,organic
411,2024-02-24,Pune,referral
412,2024-06-16,Mumbai,referral
413,2024-02-21,Pune,google_ads
414,2024-05-23,Pune,referral
415,2024-01-13,Chennai,organic
416,2024-04-23,Delhi,google_ads
417,2024-05-03,Pune,referral
418,2024-04-15,Chennai,google_ads
419,2024-06-06,Delhi,referral
420,2024-05-26,Mumbai,meta_ads
421,2024-05-24,Mumbai,meta_ads
422,2024-04-29,Bangalore,organic
423,2024-03-03,Chennai,meta_ads
424,2024-01-19,Delhi,meta_ads
425,2024-04-01,Pune,meta_ads
426,2024-02-27,Mumbai,referral
427,2024-03-30,Delhi,referral
428,2024-04-26,Chennai,google_ads
429,2024-03-02,Bangalore,referral
430,2024-01-23,Mumbai,meta_ads
431,2024-05-06,Delhi,referral
432,2024-05-16,Delhi,organic
433,2024-05-19,Delhi,google_ads
434,2024-05-08,Chennai,google_ads
435,2024-02-27,Chennai,referral
436,2024-05-01,Chennai,meta_ads
437,2024-01-01,Pune,google_ads
438,2024-02-03,Delhi,organic
439,2024-04-05,Mumbai,organic
440,2024-05-05,Chennai,google_ads
441,2024-04-27,Chennai,meta_ads
442,2024-02-17,Delhi,meta_ads
443,2024-03-29,Chennai,referral
444,2024-04-26,Pune,referral
445,2024-05-08,Pune,google_ads
446,2024-01-16,Chennai,referral
447,2024-03-09,Delhi,referral
448,2024-01-22,Delhi,referral
449,2024-04-02,Delhi,organic
450,2024-03-16,Bangalore,referral
451,2024-06-02,Chennai,google_ads
452,2024-05-23,Delhi,meta_ads
453,2024-06-27,Pune,referral
454,2024-03-26,Mumbai,meta_ads
455,2024-01-29,Mumbai,referral
456,2024-03-09,Delhi,google_ads
457,2024-02-16,Mumbai,organic
458,2024-04-03,Mumbai,google_ads
459,2024-05-23,Bangalore,organic
460,2024-06-24,Pune,referral
461,2024-03-25,Pune,referral
462,2024-02-08,Bangalore,organic
463,2024-04-09,Bangalore,google_ads
464,2024-02-02,Mumbai,google_ads
465,2024-04-10,Chennai,organic
466,2024-01-23,Mumbai,referral
467,2024-01-10,Bangalore,organic
468,2024-03-09,Pune,referral
469,2024-04-09,Mumbai,organic
470,2024-02-03,Chennai,referral
471,2024-06-28,Mumbai,organic
472,2024-05-17,Delhi,meta_ads
473,2024-05-26,Mumbai,referral
474,2024-04-05,Bangalore,google_ads
475,2024-01-01,Pune,organic
476,2024-03-09,Pune,google_ads
477,2024-01-04,Bangalore,organic
478,2024-01-16,Delhi,google_ads
479,2024-01-24,Bangalore,google_ads
480,2024-03-20,Mumbai,organic
481,2024-01-02,Bangalore,organic
482,2024-05-07,Bangalore,google_ads
483,2024-06-08,Delhi,google_ads
484,2024-03-24,Mumbai,google_ads
485,2024-05-31,Chennai,referral
486,2024-05-19,Chennai,referral
487,2024-06-26,Pune,meta_ads
488,2024-06-11,Bangalore,referral
489,2024-05-03,Pune,referral
490,2024-02-02,Delhi,organic
491,2024-06-09,Chennai,meta_ads
492,2024-06-27,Bangalore,meta_ads
493,2024-06-19,Delhi,referral
494,2024-04-10,Delhi,organic
495,2024-01-12,Bangalore,organic
496,2024-03-07,Delhi,meta_ads
497,2024-03-05,Bangalore,organic
498,2024-06-09,Bangalore,google_ads
499,2024-06-16,Mumbai,referral
500,2024-03-14,Pune,google_ads
501,2024-02-12,Delhi,meta_ads
502,2024-02-13,Delhi,meta_ads
503,2024-01-29,Mumbai,organic
504,2024-05-20,Mumbai,organic
505,2024-01-12,Mumbai,meta_ads
506,2024-04-04,Chennai,meta_ads
507,2024-02-15,Chennai,google_ads
508,2024-05-09,Chennai,google_ads
509,2024-02-04,Bangalore,organic
510,2024-03-21,Delhi,google_ads
511,2024-03-30,Pune,organic
512,2024-01-08,Bangalore,organic
513,2024-04-02,Delhi,referral
514,2024-06-02,Delhi,organic
515,2024-03-30,Mumbai,google_ads
516,2024-06-10,Mumbai,meta_ads
517,2024-04-24,Bangalore,meta_ads
518,2024-04-14,Mumbai,google_ads
519,2024-05-14,Delhi,meta_ads
520,2024-02-27,Mumbai,organic
521,2024-04-23,Chennai,meta_ads
522,2024-03-15,Mumbai,google_ads
523,2024-06-05,Delhi,meta_ads
524,2024-04-29,Bangalore,organic
525,2024-06-12,Pune,organic
526,2024-01-21,Mumbai,google_ads
527,2024-06-12,Delhi,google_ads
528,2024-05-17,Pune,google_ads
529,2024-04-10,Pune,referral
530,2024-05-31,Chennai,referral
531,2024-06-25,Pune,organic
532,2024-04-08,Delhi,referral
533,2024-02-05,Delhi,referral
534,2024-04-05,Mumbai,meta_ads
535,2024-05-31,Mumbai,referral
536,2024-05-30,Mumbai,meta_ads
537,2024-02-06,Pune,google_ads
538,2024-01-12,Pune,meta_ads
539,2024-04-22,Chennai,meta_ads
540,2024-01-13,Mumbai,google_ads
541,2024-01-23,Bangalore,google_ads
542,2024-04-08,Chennai,organic
543,2024-04-14,Bangalore,organic
544,2024-01-30,Pune,organic
545,2024-01-17,Chennai,organic
546,2024-04-22,Chennai,meta_ads
547,2024-03-02,Delhi,meta_ads
548,2024-03-24,Pune,organic
549,2024-04-21,Pune,referral
550,2024-03-26,Chennai,organic
551,2024-05-20,Pune,referral
552,2024-01-19,Chennai,google_ads
553,2024-06-25,Delhi,meta_ads
554,2024-04-09,Chennai,meta_ads
555,2024-05-19,Pune,referral
556,2024-05-26,Pune,organic
557,2024-03-16,Chennai,meta_ads
558,2024-01-09,Chennai,referral
559,2024-01-28,Chennai,google_ads
560,2024-05-07,Mumbai,google_ads
561,2024-02-21,Pune,meta_ads
562,2024-03-23,Pune,organic
563,2024-04-20,Mumbai,referral
564,2024-05-23,Chennai,meta_ads
565,2024-04-26,Delhi,google_ads
566,2024-03-09,Chennai,organic
567,2024-04-08,Chennai,referral
568,2024-05-19,Mumbai,meta_ads
569,2024-01-25,Pune,referral
570,2024-06-28,Chennai,organic
571,2024-05-02,Pune,organic
572,2024-02-22,Bangalore,google_ads
573,2024-05-30,Pune,organic
574,2024-05-23,Delhi,meta_ads
575,2024-02-26,Delhi,referral
576,2024-02-08,Chennai,organic
577,2024-04-18,Pune,organic
578,2024-02-11,Chennai,meta_ads
579,2024-06-15,Mumbai,referral
580,2024-05-21,Delhi,referral
581,2024-05-01,Chennai,google_ads
582,2024-05-12,Mumbai,google_ads
583,2024-06-11,Chennai,referral
584,2024-03-15,Pune,meta_ads
585,2024-05-25,Pune,meta_ads
586,2024-03-16,Pune,google_ads
587,2024-01-09,Pune,organic
588,2024-03-14,Bangalore,meta_ads
589,2024-05-24,Mumbai,organic
590,2024-01-07,Mumbai,meta_ads
591,2024-06-22,Pune,referral
592,2024-05-20,Bangalore,google_ads
593,2024-06-16,Pune,organic
594,2024-06-18,Bangalore,organic
595,2024-05-16,Pune,referral
596,2024-06-26,Delhi,meta_ads
597,2024-01-27,Delhi,organic
598,2024-05-01,Chennai,meta_ads
599,2024-01-05,Pune,referral
600,2024-01-29,Mumbai,google_ads
601,2024-06-13,Chennai,organic
602,2024-06-14,Delhi,meta_ads
603,2024-03-23,Pune,organic
604,2024-05-15,Chennai,meta_ads
605,2024-04-18,Pune,meta_ads
606,2024-03-05,Delhi,meta_ads
607,2024-03-26,Chennai,referral
608,2024-05-24,Delhi,google_ads
609,2024-03-11,Bangalore,organic
610,2024-02-14,Delhi,google_ads
611,2024-05-11,Pune,meta_ads
612,2024-02-05,Mumbai,meta_ads
613,2024-03-10,Delhi,google_ads
614,2024-06-07,Mumbai,google_ads
615,2024-01-19,Bangalore,organic
616,2024-04-17,Chennai,meta_ads
617,2024-06-15,Chennai,google_ads
618,2024-03-31,Mumbai,referral
619,2024-03-30,Chennai,meta_ads
620,2024-01-19,Delhi,meta_ads
621,2024-02-08,Mumbai,organic
622,2024-05-05,Pune,referral
623,2024-06-21,Delhi,organic
624,2024-05-20,Delhi,referral
625,2024-05-05,Delhi,organic
626,2024-02-27,Pune,referral
627,2024-05-27,Bangalore,referral
628,2024-03-01,Chennai,referral
629,2024-05-06,Mumbai,google_ads
630,2024-04-14,Bangalore,meta_ads
631,2024-06-15,Mumbai,referral
632,2024-01-01,Chennai,google_ads
633,2024-05-10,Pune,google_ads
634,2024-04-01,Delhi,organic
635,2024-04-22,Delhi,meta_ads
636,2024-06-01,Pune,meta_ads
637,2024-02-25,Bangalore,organic
638,2024-06-09,Bangalore,meta_ads
639,2024-06-14,Mumbai,organic
640,2024-04-26,Pune,google_ads
641,2024-05-13,Bangalore,google_ads
642,2024-02-27,Pune,referral
643,2024-02-13,Chennai,organic
644,2024-06-21,Delhi,google_ads
645,2024-06-08,Delhi,google_ads
646,2024-06-21,Delhi,organic
647,2024-03-01,Pune,google_ads
648,2024-02-16,Pune,meta_ads
649,2024-05-28,Mumbai,google_ads
650,2024-03-20,Delhi,organic
651,2024-04-27,Mumbai,meta_ads
652,2024-06-12,Delhi,meta_ads
653,2024-05-26,Mumbai,google_ads
654,2024-01-20,Mumbai,referral
655,2024-05-25,Chennai,meta_ads
656,2024-02-16,Mumbai,organic
657,2024-02-18,Pune,referral
658,2024-01-14,Mumbai,referral
659,2024-05-22,Delhi,meta_ads
660,2024-06-07,Mumbai,google_ads
661,2024-01-01,Bangalore,referral
662,2024-04-26,Delhi,google_ads
663,2024-02-23,Bangalore,meta_ads
664,2024-04-27,Delhi,organic
665,2024-01-03,Pune,referral
666,2024-05-23,Pune,organic
667,2024-01-12,Pune,google_ads
668,2024-03-14,Bangalore,google_ads
669,2024-01-16,Chennai,organic
670,2024-04-11,Delhi,meta_ads
671,2024-05-31,Pune,meta_ads
672,2024-06-04,Delhi,referral
673,2024-04-26,Bangalore,referral
674,2024-01-08,Chennai,meta_ads
675,2024-05-01,Bangalore,meta_ads
676,2024-04-01,Delhi,organic
677,2024-06-12,Chennai,google_ads
678,2024-03-30,Chennai,google_ads
679,2024-05-15,Bangalore,referral
680,2024-02-29,Pune,meta_ads
681,2024-06-26,Delhi,organic
682,2024-01-28,Mumbai,referral
683,2024-04-10,Mumbai,organic
684,2024-02-10,Bangalore,meta_ads
685,2024-06-03,Delhi,meta_ads
686,2024-05-24,Delhi,meta_ads
687,2024-06-09,Bangalore,google_ads
688,2024-06-05,Delhi,meta_ads
689,2024-05-20,Pune,referral
690,2024-02-15,Bangalore,google_ads
691,2024-02-04,Pune,organic
692,2024-05-13,Delhi,referral
693,2024-03-22,Bangalore,referral
694,2024-04-24,Delhi,organic
695,2024-02-16,Bangalore,google_ads
696,2024-06-01,Delhi,referral
697,2024-01-10,Pune,referral
698,2024-02-25,Pune,referral
699,2024-01-30,Delhi,google_ads
700,2024-04-18,Bangalore,google_ads
701,2024-01-05,Mumbai,google_ads
702,2024-04-28,Pune,referral
703,2024-02-02,Pune,meta_ads
704,2024-04-27,Mumbai,organic
705,2024-03-05,Delhi,meta_ads
706,2024-05-25,Bangalore,google_ads
707,2024-06-25,Delhi,referral
708,2024-01-11,Chennai,referral
709,2024-03-25,Pune,meta_ads
710,2024-01-26,Chennai,meta_ads
711,2024-03-03,Pune,organic
712,2024-03-26,Pune,referral
713,2024-02-28,Chennai,meta_ads
714,2024-01-27,Chennai,organic
715,2024-06-25,Delhi,google_ads
716,2024-06-09,Chennai,meta_ads
717,2024-04-07,Delhi,google_ads
718,2024-04-14,Delhi,organic
719,2024-04-08,Delhi,google_ads
720,2024-05-08,Pune,referral
721,2024-05-28,Pune,referral
722,2024-02-24,Chennai,google_ads
723,2024-01-06,Pune,referral
724,2024-04-04,Chennai,organic
725,2024-05-12,Pune,referral
726,2024-04-11,Bangalore,google_ads
727,2024-01-03,Bangalore,google_ads
728,2024-01-23,Chennai,google_ads
729,2024-02-22,Pune,meta_ads
730,2024-06-13,Pune,google_ads
731,2024-03-23,Delhi,organic
732,2024-05-24,Mumbai,referral
733,2024-03-25,Chennai,referral
734,2024-03-18,Mumbai,meta_ads
735,2024-04-19,Mumbai,meta_ads
736,2024-01-01,Chennai,organic
737,2024-02-20,Pune,google_ads
738,2024-06-21,Chennai,meta_ads
739,2024-01-04,Mumbai,referral
740,2024-04-22,Pune,meta_ads
741,2024-02-01,Bangalore,meta_ads
742,2024-02-03,Chennai,google_ads
743,2024-04-01,Chennai,meta_ads
744,2024-04-04,Pune,organic
745,2024-03-12,Bangalore,referral
746,2024-02-08,Bangalore,google_ads
747,2024-06-02,Pune,referral
748,2024-06-10,Delhi,organic
749,2024-04-27,Chennai,organic
750,2024-01-03,Chennai,meta_ads
751,2024-05-02,Mumbai,meta_ads
752,2024-02-19,Pune,meta_ads
753,2024-01-12,Mumbai,referral
754,2024-02-23,Mumbai,organic
755,2024-05-12,Bangalore,google_ads
756,2024-02-26,Chennai,meta_ads
757,2024-05-24,Mumbai,referral
758,2024-04-21,Bangalore,meta_ads
759,2024-02-16,Pune,organic
760,2024-05-30,Mumbai,google_ads
