session_id,user_id,date,feature_used
339092,25,2024-03-12,"browse"
777203,25,2024-03-14,"diagnostics"
880808,25,2024-01-24,"browse"
852119,25,2024-02-07,"browse"
178872,25,2024-06-10,"diagnostics"
160094,25,2024-01-23,"browse"
57941,25,2024-02-12,"pharmacy"
710958,25,2024-06-17,"diagnostics"
668646,25,2024-01-20,"consult"
55916,25,2024-03-08,"browse"
996387,26,2024-02-14,"pharmacy"
964123,26,2024-06-02,"diagnostics"
219854,26,2024-06-12,"diagnostics"
711045,26,2024-06-11,"diagnostics"
150434,27,2024-04-03,"consult"
786408,27,2024-02-07,"consult"
528883,27,2024-02-12,"diagnostics"
261745,27,2024-01-04,"consult"
698083,27,2024-05-02,"consult"
418127,27,2024-06-01,"pharmacy"
754849,28,2024-05-21,"browse"
184215,28,2024-06-15,"pharmacy"
582570,28,2024-02-05,"diagnostics"
591759,28,2024-05-01,"pharmacy"
631866,28,2024-04-05,"pharmacy"
860513,28,2024-02-25,"browse"
83805,28,2024-01-27,"diagnostics"
924570,28,2024-04-29,"pharmacy"
651176,28,2024-01-25,"pharmacy"
611473,28,2024-01-12,"diagnostics"
536498,28,2024-04-18,"diagnostics"
437513,29,2024-03-14,"pharmacy"
959981,29,2024-03-17,"pharmacy"
871836,29,2024-04-11,"consult"
3052,29,2024-05-16,"diagnostics"
751564,29,2024-06-13,"pharmacy"
980836,29,2024-03-13,"browse"
330918,29,2024-06-16,"pharmacy"
988598,29,2024-04-20,"browse"
778912,29,2024-04-05,"diagnostics"
480545,30,2024-02-19,"pharmacy"
989358,30,2024-02-15,"browse"
118968,30,2024-03-23,"pharmacy"
431413,31,2024-03-30,"consult"
347509,31,2024-06-04,"diagnostics"
811802,31,2024-06-24,"browse"
206994,32,2024-06-27,"diagnostics"
851612,32,2024-06-19,"consult"
562781,32,2024-04-22,"diagnostics"
921463,32,2024-05-15,"pharmacy"
432331,32,2024-02-11,"consult"
297625,32,2024-01-18,"pharmacy"
809010,32,2024-04-22,"browse"
183951,32,2024-04-10,"diagnostics"
453885,32,2024-03-19,"pharmacy"
122540,33,2024-05-29,"browse"
282902,33,2024-02-28,"pharmacy"
570179,34,2024-02-23,"consult"
595350,35,2024-04-20,"browse"
858440,35,2024-02-24,"consult"
604879,35,2024-03-03,"browse"
955390,35,2024-02-24,"consult"
640537,35,2024-06-25,"diagnostics"
465992,35,2024-03-19,"diagnostics"
144608,35,2024-03-05,"consult"
694199,35,2024-01-09,"browse"
869061,35,2024-06-04,"consult"
412699,36,2024-02-09,"diagnostics"
824965,36,2024-01-27,"pharmacy"
60611,36,2024-03-25,"browse"
969757,36,2024-04-08,"diagnostics"
627901,36,2024-01-12,"diagnostics"
95220,36,2024-01-30,"consult"
683045,36,2024-03-25,"browse"
21797,36,2024-04-13,"diagnostics"
883601,36,2024-06-28,"consult"
760943,36,2024-01-21,"consult"
990706,37,2024-05-25,"consult"
353142,37,2024-06-13,"browse"
267429,37,2024-05-19,"diagnostics"
17903,37,2024-04-22,"browse"
367304,37,2024-05-08,"pharmacy"
201474,37,2024-05-28,"diagnostics"
880520,37,2024-03-23,"consult"
633654,37,2024-04-19,"browse"
910226,37,2024-03-02,"diagnostics"
414170,38,2024-06-15,"browse"
533963,38,2024-01-27,"pharmacy"
588577,38,2024-02-02,"browse"
681182,38,2024-04-05,"pharmacy"
791699,38,2024-06-16,"diagnostics"
849246,38,2024-06-07,"pharmacy"
656341,38,2024-06-21,"consult"
150408,38,2024-05-16,"diagnostics"
237439,38,2024-01-22,"browse"
346655,38,2024-05-21,"diagnostics"
727333,38,2024-04-07,"browse"
816916,39,2024-02-25,"pharmacy"
176682,39,2024-04-29,"browse"
974893,39,2024-02-17,"pharmacy"
578078,39,2024-06-09,"browse"
412167,40,2024-05-09,"consult"
576563,40,2024-02-14,"consult"
875433,40,2024-02-13,"consult"
948084,40,2024-02-07,"diagnostics"
797051,40,2024-01-06,"browse"
490674,40,2024-04-10,"diagnostics"
914105,40,2024-05-13,"consult"
25301,41,2024-01-30,"browse"
907107,41,2024-01-02,"pharmacy"
183843,41,2024-03-12,"consult"
783849,41,2024-05-16,"pharmacy"
393920,41,2024-03-17,"pharmacy"
825294,41,2024-02-01,"pharmacy"
479274,41,2024-05-04,"diagnostics"
400717,41,2024-02-23,"diagnostics"
825613,41,2024-06-24,"diagnostics"
763292,41,2024-06-23,"diagnostics"
248850,41,2024-03-31,"consult"
546852,42,2024-04-16,"browse"
280371,42,2024-01-28,"browse"
440691,42,2024-03-04,"pharmacy"
782680,42,2024-06-11,"browse"
632909,42,2024-06-15,"pharmacy"
128471,43,2024-01-15,"diagnostics"
165369,43,2024-01-17,"browse"
239317,43,2024-04-27,"browse"
884235,43,2024-02-25,"pharmacy"
444846,43,2024-04-10,"browse"
628420,43,2024-01-02,"browse"
674035,43,2024-04-01,"consult"
417896,43,2024-06-03,"diagnostics"
920995,44,2024-02-16,"diagnostics"
396608,44,2024-02-19,"consult"
824832,44,2024-05-23,"pharmacy"
441371,44,2024-03-26,"pharmacy"
8981,44,2024-02-10,"browse"
107154,44,2024-03-29,"pharmacy"
834372,44,2024-06-10,"diagnostics"
192122,44,2024-03-14,"diagnostics"
936184,44,2024-01-07,"browse"
691310,45,2024-06-28,"browse"
998195,45,2024-01-24,"pharmacy"
722300,45,2024-03-30,"pharmacy"
498185,45,2024-01-17,"consult"
101069,45,2024-01-02,"browse"
341530,46,2024-03-11,"browse"
25801,46,2024-04-27,"consult"
614997,46,2024-01-23,"diagnostics"
841967,46,2024-03-13,"diagnostics"
732119,46,2024-04-02,"consult"
478803,46,2024-02-12,"browse"
330502,46,2024-04-01,"diagnostics"
882622,46,2024-03-24,"browse"
909222,46,2024-02-09,"diagnostics"
599493,46,2024-01-25,"consult"
1082,46,2024-05-20,"diagnostics"
861525,46,2024-04-21,"pharmacy"
48737,46,2024-03-02,"browse"
181676,47,2024-05-25,"browse"
302069,48,2024-02-29,"pharmacy"
442113,48,2024-03-31,"pharmacy"
304431,48,2024-04-12,"consult"
631540,48,2024-02-25,"browse"
461531,48,2024-02-24,"browse"
220013,48,2024-01-04,"pharmacy"
643107,48,2024-06-26,"diagnostics"
952064,48,2024-01-17,"diagnostics"
275261,48,2024-02-17,"pharmacy"
431172,48,2024-05-26,"diagnostics"
637293,48,2024-06-10,"diagnostics"
328624,48,2024-06-23,"diagnostics"
92529,49,2024-06-26,"consult"
439705,49,2024-02-25,"pharmacy"
474381,49,2024-01-25,"browse"
486275,49,2024-02-01,"pharmacy"
279373,49,2024-04-15,"consult"
97555,49,2024-03-14,"pharmacy"
663162,49,2024-02-03,"consult"
663515,49,2024-06-03,"browse"
151744,49,2024-05-06,"consult"
909251,49,2024-03-11,"consult"
484495,49,2024-05-12,"pharmacy"
226710,50,2024-02-12,"pharmacy"
809816,50,2024-06-27,"consult"
123775,50,2024-05-31,"diagnostics"
391731,50,2024-01-17,"consult"
624652,50,2024-03-24,"consult"
976745,50,2024-04-05,"browse"
119095,50,2024-04-13,"diagnostics"
629957,50,2024-02-13,"browse"
307558,50,2024-04-21,"consult"
500884,50,2024-02-11,"browse"
266441,50,2024-06-05,"browse"
98752,50,2024-05-24,"pharmacy"
147892,51,2024-05-04,"pharmacy"
422418,51,2024-02-22,"consult"
767248,51,2024-06-22,"browse"
905428,51,2024-04-14,"browse"
16575,51,2024-06-21,"consult"
519826,51,2024-05-03,"diagnostics"
164944,51,2024-02-06,"consult"
288581,51,2024-06-02,"pharmacy"
778810,51,2024-04-27,"consult"
443172,51,2024-01-31,"browse"
286045,52,2024-06-24,"pharmacy"
911118,52,2024-05-22,"consult"
594191,52,2024-01-20,"consult"
321961,53,2024-02-15,"diagnostics"
462753,53,2024-03-04,"consult"
990850,53,2024-01-09,"diagnostics"
653002,53,2024-06-01,"pharmacy"
355113,53,2024-06-22,"consult"
110675,53,2024-02-28,"consult"
859029,53,2024-06-05,"diagnostics"
623944,53,2024-03-01,"browse"
356554,53,2024-05-08,"consult"
582761,53,2024-03-05,"pharmacy"
172349,53,2024-04-12,"browse"
941869,53,2024-01-05,"consult"
613337,54,2024-03-10,"browse"
629999,54,2024-01-11,"pharmacy"
985582,54,2024-06-15,"diagnostics"
812897,54,2024-01-31,"browse"
957682,54,2024-04-17,"browse"
103845,54,2024-03-07,"pharmacy"
337540,55,2024-05-18,"pharmacy"
778520,55,2024-02-04,"diagnostics"
866069,55,2024-06-13,"pharmacy"
572854,55,2024-04-05,"diagnostics"
346228,56,2024-01-20,"pharmacy"
628705,56,2024-01-04,"pharmacy"
139570,56,2024-01-20,"pharmacy"
920200,56,2024-03-20,"pharmacy"
547685,56,2024-01-25,"browse"
802874,56,2024-02-14,"consult"
9765,56,2024-04-26,"diagnostics"
784141,56,2024-05-06,"consult"
258446,56,2024-01-03,"consult"
245620,56,2024-06-22,"browse"
432525,56,2024-01-09,"diagnostics"
220422,56,2024-05-21,"pharmacy"
639411,56,2024-03-12,"pharmacy"
758912,57,2024-04-05,"pharmacy"
312946,57,2024-05-27,"browse"
55046,57,2024-05-14,"pharmacy"
356737,57,2024-02-16,"pharmacy"
167198,57,2024-02-19,"consult"
896296,57,2024-01-14,"consult"
966090,57,2024-01-05,"browse"
677578,57,2024-01-05,"consult"
660319,58,2024-02-05,"diagnostics"
550162,58,2024-01-22,"pharmacy"
567607,58,2024-01-17,"browse"
284599,58,2024-01-17,"pharmacy"
504283,58,2024-05-25,"consult"
32735,58,2024-03-18,"browse"
723001,59,2024-01-18,"browse"
267774,59,2024-05-14,"browse"
281097,60,2024-03-09,"consult"
258946,60,2024-03-23,"consult"
312802,61,2024-05-21,"browse"
553452,61,2024-01-18,"consult"
757730,61,2024-06-28,"pharmacy"
450511,61,2024-05-27,"browse"
923618,61,2024-06-20,"diagnostics"
274962,61,2024-04-29,"browse"
317152,61,2024-03-06,"consult"
256445,61,2024-06-06,"pharmacy"
969373,61,2024-06-27,"pharmacy"
404311,61,2024-06-24,"browse"
236576,61,2024-04-14,"consult"
506367,61,2024-03-22,"diagnostics"
644408,62,2024-05-26,"browse"
18510,62,2024-06-17,"pharmacy"
314326,62,2024-06-28,"browse"
551171,62,2024-01-04,"consult"
936232,62,2024-04-17,"diagnostics"
919911,62,2024-04-26,"consult"
232380,62,2024-03-15,"diagnostics"
52748,63,2024-05-21,"browse"
298951,63,2024-01-25,"diagnostics"
28669,63,2024-04-24,"browse"
920811,63,2024-03-22,"pharmacy"
233670,63,2024-02-19,"browse"
25741,63,2024-01-15,"browse"
128513,63,2024-06-06,"pharmacy"
502865,63,2024-01-31,"browse"
265199,63,2024-03-17,"browse"
661680,63,2024-04-23,"diagnostics"
485910,63,2024-04-15,"consult"
452834,64,2024-04-24,"browse"
419260,64,2024-02-24,"diagnostics"
638471,64,2024-06-16,"diagnostics"
812159,64,2024-02-01,"consult"
633350,64,2024-01-02,"consult"
522117,64,2024-04-15,"browse"
3881,65,2024-02-22,"pharmacy"
165384,65,2024-03-27,"pharmacy"
653642,65,2024-06-25,"pharmacy"
974530,65,2024-01-11,"pharmacy"
366074,65,2024-06-11,"pharmacy"
467854,65,2024-03-15,"diagnostics"
584027,65,2024-06-04,"browse"
102552,65,2024-04-01,"consult"
762186,65,2024-04-01,"consult"
25530,65,2024-02-11,"pharmacy"
969633,65,2024-01-18,"consult"
130436,65,2024-01-20,"pharmacy"
627326,65,2024-03-15,"pharmacy"
457183,66,2024-02-01,"pharmacy"
22525,66,2024-06-14,"diagnostics"
37403,66,2024-03-14,"pharmacy"
397046,66,2024-03-21,"pharmacy"
767914,66,2024-06-12,"browse"
973945,66,2024-05-02,"browse"
296867,66,2024-06-04,"pharmacy"
529827,66,2024-03-10,"pharmacy"
640648,66,2024-01-21,"browse"
758603,66,2024-03-01,"pharmacy"
348125,66,2024-04-04,"browse"
393399,66,2024-01-04,"diagnostics"
194202,66,2024-06-01,"consult"
441157,66,2024-01-05,"diagnostics"
421128,67,2024-01-15,"browse"
833272,67,2024-04-14,"diagnostics"
300767,67,2024-03-12,"diagnostics"
56690,67,2024-01-15,"consult"
416850,67,2024-02-08,"pharmacy"
921594,67,2024-02-26,"browse"
582992,67,2024-05-26,"diagnostics"
794814,67,2024-06-07,"diagnostics"
729422,67,2024-01-10,"diagnostics"
263254,67,2024-03-07,"pharmacy"
131458,67,2024-05-25,"consult"
834233,68,2024-04-02,"pharmacy"
202929,68,2024-04-30,"diagnostics"
950025,68,2024-05-28,"diagnostics"
406781,68,2024-01-29,"browse"
792063,68,2024-01-10,"consult"
581166,68,2024-05-30,"pharmacy"
976086,68,2024-05-11,"browse"
627824,68,2024-03-25,"consult"
259201,68,2024-03-08,"consult"
531022,68,2024-02-26,"consult"
311493,68,2024-05-14,"diagnostics"
910910,69,2024-03-05,"diagnostics"
203474,69,2024-04-18,"pharmacy"
189099,69,2024-01-12,"pharmacy"
753996,69,2024-05-21,"pharmacy"
374557,69,2024-06-20,"browse"
599787,69,2024-06-14,"diagnostics"
883881,69,2024-02-21,"browse"
103612,69,2024-04-29,"consult"
903841,69,2024-02-08,"consult"
566136,69,2024-04-17,"consult"
794944,69,2024-04-27,"diagnostics"
740511,69,2024-01-08,"consult"
769708,70,2024-04-05,"consult"
513796,70,2024-05-06,"pharmacy"
533885,71,2024-06-12,"consult"
572310,71,2024-06-16,"consult"
899105,71,2024-01-24,"consult"
411998,71,2024-03-11,"consult"
710373,71,2024-05-04,"pharmacy"
904462,71,2024-04-10,"diagnostics"
85745,71,2024-06-01,"consult"
114836,71,2024-04-11,"pharmacy"
520410,71,2024-04-22,"browse"
853268,71,2024-06-20,"diagnostics"
601305,72,2024-01-14,"diagnostics"
444819,72,2024-02-03,"browse"
690952,73,2024-06-06,"consult"
312282,73,2024-06-11,"consult"
849102,73,2024-06-22,"browse"
110572,74,2024-02-05,"consult"
620007,74,2024-01-03,"pharmacy"
74258,74,2024-06-04,"diagnostics"
809063,74,2024-05-14,"consult"
401099,74,2024-05-21,"pharmacy"
938638,74,2024-01-15,"diagnostics"
937943,74,2024-04-19,"browse"
261188,74,2024-06-27,"diagnostics"
805955,74,2024-05-23,"browse"
90629,75,2024-04-28,"consult"
338974,75,2024-01-06,"diagnostics"
309454,75,2024-06-05,"diagnostics"
188362,75,2024-05-10,"browse"
231241,75,2024-04-23,"consult"
669615,75,2024-03-20,"diagnostics"
58249,75,2024-02-02,"browse"
840642,75,2024-05-19,"consult"
603148,76,2024-05-31,"browse"
791352,76,2024-04-05,"browse"
607199,76,2024-04-18,"consult"
356215,76,2024-04-09,"consult"
909166,76,2024-02-20,"consult"
836667,76,2024-06-27,"consult"
912234,76,2024-05-05,"consult"
370565,76,2024-03-13,"consult"
328779,76,2024-03-18,"pharmacy"
499264,76,2024-03-26,"pharmacy"
272951,76,2024-03-15,"diagnostics"
4521,76,2024-01-06,"pharmacy"
897428,77,2024-01-02,"pharmacy"
347614,77,2024-03-30,"browse"
171871,77,2024-01-10,"diagnostics"
716537,77,2024-03-10,"diagnostics"
533104,78,2024-01-30,"browse"
273485,78,2024-06-13,"diagnostics"
454111,78,2024-02-18,"pharmacy"
218216,78,2024-06-20,"diagnostics"
428053,78,2024-01-31,"diagnostics"
172648,78,2024-05-28,"browse"
558867,78,2024-02-12,"browse"
839726,78,2024-04-23,"diagnostics"
40751,78,2024-05-18,"diagnostics"
818076,78,2024-02-14,"browse"
988144,78,2024-06-12,"browse"
441174,78,2024-01-15,"pharmacy"
797634,79,2024-04-05,"pharmacy"
659045,79,2024-03-26,"pharmacy"
673726,79,2024-03-21,"consult"
867378,79,2024-04-21,"diagnostics"
155647,79,2024-01-15,"consult"
999767,79,2024-03-16,"pharmacy"
678381,79,2024-02-11,"browse"
1532,79,2024-04-04,"diagnostics"
706165,79,2024-05-23,"consult"
596168,79,2024-03-18,"diagnostics"
951710,79,2024-03-30,"browse"
628887,79,2024-05-15,"diagnostics"
865849,80,2024-03-26,"diagnostics"
849608,80,2024-05-01,"pharmacy"
641469,80,2024-04-17,"diagnostics"
874799,80,2024-05-11,"consult"
903,80,2024-05-08,"browse"
189637,80,2024-02-16,"browse"
35572,80,2024-01-05,"pharmacy"
349207,80,2024-06-23,"pharmacy"
422227,80,2024-06-04,"consult"
621828,80,2024-01-30,"consult"
910421,80,2024-03-22,"pharmacy"
120388,80,2024-01-31,"pharmacy"
123482,80,2024-04-02,"diagnostics"
594331,80,2024-01-16,"pharmacy"
757131,81,2024-01-20,"pharmacy"
653302,81,2024-05-30,"consult"
893850,81,2024-04-22,"consult"
8367,81,2024-05-28,"pharmacy"
943015,81,2024-05-05,"diagnostics"
851728,82,2024-02-19,"pharmacy"
856665,82,2024-03-27,"pharmacy"
59547,82,2024-02-24,"pharmacy"
765127,83,2024-05-26,"pharmacy"
924444,83,2024-05-30,"diagnostics"
368543,83,2024-01-10,"diagnostics"
319664,83,2024-01-29,"diagnostics"
182572,83,2024-02-20,"diagnostics"
942948,83,2024-05-07,"diagnostics"
418005,83,2024-03-22,"browse"
625122,83,2024-01-06,"diagnostics"
255549,83,2024-05-12,"consult"
482843,83,2024-02-07,"diagnostics"
298388,84,2024-02-15,"pharmacy"
951973,84,2024-02-18,"diagnostics"
405486,84,2024-02-08,"diagnostics"
93566,84,2024-06-06,"consult"
934912,84,2024-06-08,"diagnostics"
748423,85,2024-03-09,"pharmacy"
567922,85,2024-01-08,"consult"
880914,85,2024-02-28,"diagnostics"
687005,85,2024-03-19,"browse"
580918,85,2024-02-13,"diagnostics"
517196,85,2024-03-18,"consult"
277941,85,2024-06-24,"pharmacy"
753702,85,2024-01-13,"pharmacy"
520335,85,2024-06-20,"diagnostics"
446710,86,2024-06-03,"consult"
682358,86,2024-02-04,"diagnostics"
978843,86,2024-01-07,"pharmacy"
178417,86,2024-04-19,"pharmacy"
830258,86,2024-02-15,"browse"
97375,86,2024-02-07,"consult"
351591,86,2024-02-01,"pharmacy"
80294,87,2024-05-27,"pharmacy"
151601,87,2024-02-21,"pharmacy"
96917,87,2024-02-22,"consult"
515303,87,2024-04-26,"diagnostics"
506705,87,2024-05-30,"consult"
914751,87,2024-05-16,"consult"
851590,87,2024-06-17,"pharmacy"
795712,87,2024-01-02,"browse"
813389,87,2024-02-01,"browse"
617345,87,2024-04-13,"pharmacy"
677055,88,2024-05-21,"browse"
811608,88,2024-02-18,"browse"
525275,88,2024-06-22,"consult"
26015,89,2024-01-08,"diagnostics"
852836,89,2024-01-16,"browse"
705641,89,2024-01-27,"browse"
684392,89,2024-05-25,"diagnostics"
219248,89,2024-02-21,"diagnostics"
144318,89,2024-02-22,"diagnostics"
283728,89,2024-04-13,"pharmacy"
923889,90,2024-01-31,"consult"
234856,91,2024-04-07,"pharmacy"
529650,91,2024-02-28,"diagnostics"
36368,91,2024-03-18,"pharmacy"
188717,91,2024-06-14,"diagnostics"
904064,91,2024-04-21,"consult"
155964,92,2024-04-06,"consult"
895643,92,2024-06-26,"pharmacy"
671367,92,2024-06-10,"diagnostics"
962577,92,2024-04-04,"diagnostics"
544527,93,2024-01-10,"browse"
41291,93,2024-05-29,"browse"
149515,93,2024-03-15,"browse"
345778,93,2024-05-08,"diagnostics"
85186,93,2024-01-12,"pharmacy"
828424,93,2024-02-22,"consult"
537909,93,2024-06-13,"consult"
899497,93,2024-02-18,"browse"
816831,93,2024-03-19,"diagnostics"
305242,93,2024-03-19,"diagnostics"
934814,93,2024-04-12,"diagnostics"
773085,94,2024-02-27,"diagnostics"
114921,94,2024-03-22,"browse"
665582,94,2024-01-22,"diagnostics"
850766,94,2024-04-08,"diagnostics"
200741,94,2024-06-09,"pharmacy"
755631,94,2024-04-26,"consult"
414745,94,2024-05-15,"pharmacy"
542671,94,2024-02-07,"pharmacy"
586532,95,2024-06-02,"browse"
190091,95,2024-02-18,"pharmacy"
700461,95,2024-06-11,"consult"
15115,95,2024-04-25,"pharmacy"
564267,95,2024-01-02,"diagnostics"
